City,Image Source,Business Name,Rating,Number of Reviews,Categories,Address
Gersthofen,https://files.eversports.com/f8b9581d-04c2-40ef-95d8-5a121ec4b153/pole_plus_basic_butterflyjpg-small.webp,Pole Plus,rating,"4,9 (5 Rezensionen)","['Poledance', 'Stretching', 'Online Klasse']","Ulmer Straße 152 , 86156 Augsburg"
Gersthofen,/static/media/icon-white.929e2590.svg,Pole Circus A + K,rating,5 (20 Rezensionen),"['Tanzen', 'Yoga', 'Poledance', 'Akrobatik', '+ 3']","Rehmstraße , 86161 Augsburg"
Gersthofen,https://files.eversports.com/3fe56e2b-bd59-44bc-b551-5d6a5f6ab459/teamjpg-small.webp,Polefly Academy,rating,5 (2 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 6']","Bürgermeister-Wegele-Straße 6A , 86167 Augsburg"
Gießen,https://files.eversports.com/dd5a4408-aea3-4504-ab29-32abd1d5aff3/vereinsheim-eingangjpg-small.webp,TSG Blau-Gold Gießen e.V.,rating,"4,7 (102 Rezensionen)","['Boxen', 'Fitness', 'Kampfsport', 'Pilates', '+ 77']","An der Hessenhalle 1 , 35398 Gießen"
Gifhorn,https://files.eversports.com/6e89875e-80ac-470b-868d-9cfee1e2c61e/20190419_151442jpg-small.webp,T-Tanzstück Wolfsburg,rating,"4,8 (18 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', '+ 10']","Borsigstraße 41, 38446 Wolfsburg"
Ginsheim-gustavsburg,https://files.eversports.com/6c3cb01d-0fea-4e40-8525-5c7f2463add7/img_20190622_122424jpg-small.webp,Polea - Pole and Aerial Dance,rating,5 (87 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Aerial Yoga', '+ 7']","Budenheimer Parkallee 5 , 55257 Budenheim"
Ginsheim-gustavsburg,https://files.eversports.com/e49d7226-2e71-4b71-85bf-9fa0ebc08f33/img_3867jpg-small.webp,Tanzstudio Michel,rating,5 (1 Rezension),"['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 2']","Schmalweg 50, 55252 Wiesbaden"
Ginsheim-gustavsburg,https://files.eversports.com/1529e6c9-8798-4b61-baef-6ea8512f2ac3/brass_monkeyjpg-small.webp,Janine Hollung,rating,5 (3 Rezensionen),"['Poledance', 'Stretching', 'Aerial Dance', 'Aerial Hoop', '+ 1']","Klarastraße 4 , 55116 Mainz"
Gladbeck,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen"
Gladbeck,https://files.eversports.com/b3f06722-6554-40c9-b466-fdaa125db09a/_22b2424jpg-small.webp,SECRET MOVES - Athletic Dance Studio,rating,"4,9 (66 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Barre-Training', '+ 9']","Gelsenkirchener Straße 37 , 46282 Dorsten"
Gladbeck,https://files.eversports.com/8dfffeef-dcbc-45e2-83d6-eaa61f63fd68/tanzsaaljpg-small.webp,Ramonas Tanzschmiede,rating,5 (10 Rezensionen),"['Tanzen', 'Zumba', 'Hip Hop', 'Poledance', '+ 15']","Ückendorfer Straße 121 , 45886 Gelsenkirchen"
Gladbeck,https://files.eversports.com/423f4250-800d-4685-b334-3e4c9f49ed32/c0fed07f-e5c6-4250-afc6-8430e77c7d5fjpeg-small.webp,Da Becca Flow and Fit,rating,5 (21 Rezensionen),"['Tanzen', 'Poledance', 'Stretching', 'Floorwork', '+ 4']","Eickeler Markt 3A , 44651 Herne"
Glinde,https://files.eversports.com/fc2ddda9-5ed5-49ed-a41e-2228042722d9/_z3a3511jpg-small.webp,Soultide,rating,"4,9 (43 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Floorwork', '+ 9']","Süderstraße 159A , 20537 Hamburg"
Glinde,https://files.eversports.com/aa909fae-006d-4839-bc28-75abee14b39b/feel-good-factory-hamburg-erste-stunde_studio-1png-small.webp,FEEL GOOD FACTORY: Pole • Stretch • Fly,rating,5 (1 Rezension),"['Tanzen', 'Poledance', 'Flexibles Training', 'Bodywork', '+ 15']","Holsteinischer Kamp 37 , 22081 Hamburg"
Glinde,https://files.eversports.com/8cbb2bc4-7116-4df4-9ea2-87463a1db8ae/25jpg-small.webp,AIRobics,rating,"4,9 (45 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Akrobatik', '+ 12']","Holsteinischer Kamp 58 , 22081 Hamburg"
Glücksburg,https://files.eversports.com/86ae05b5-4c74-476a-b2d4-c269c2f98416/dd290718-b950-4071-8301-0e57ba0a4281jpeg-small.webp,Seemannsbraut Poledance,rating,"4,9 (34 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Funktionelles Training', '+ 12']","Ochsenweg 27-29 , 24941 Flensburg"
Glücksburg,https://files.eversports.com/d8b98a8e-e520-49d8-b6e4-8c2835bc2b84/1fb4829e-e4e5-4b93-a5f8-7089c7b67633jpeg-small.webp,"move Lounge - Pilates, PowerPlate, TRX, Personaltraining",rating,5 (21 Rezensionen),"['Fitness', 'Golf', 'Pilates', 'Personal Training', '+ 21']","Mathildenstraße 2 , 24937 Flensburg"
Gommern,https://files.eversports.com/4b2be055-5760-4931-a3ea-b3f673e11450/tpl_logo_300jpg-small.webp,The Pole Lounge,rating,5 (31 Rezensionen),['Poledance'],"Goethestraße 6b , 39108 Magdeburg"
Gommern,https://files.eversports.com/78b82db2-3cba-470f-8e16-c922523cc20f/64223736_2277919328921926_2449065385257861120_njpg-small.webp,Firstsports - Polefitness,rating,"4,9 (38 Rezensionen)","['Fitness', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 10']","Halberstädter Straße 17 , 39112 Magdeburg"
Göppingen,https://files.eversports.com/976141ce-0eb1-4588-b952-520526e0c124/_22b9264jpg-small.webp,Polemotions GP,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Im Pfingstwasen 1 , 73035 Göppingen"
Göppingen,https://files.eversports.com/830c9f96-a68a-4da5-8cbc-e7a2f7641050/a0cc2761-5b6b-4f41-856c-1a809cba359djpeg-small.webp,Pole Acrobatics,rating,5 (32 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Handstand', '+ 4']","Geislinger Straße 2 , 73326 Deggingen"
Gräfenberg,https://files.eversports.com/9844a6b6-eea5-4af6-ae11-9bade0c3af85/77853df6-d090-4d93-8140-2e3def3c5686jpeg-small.webp,POLE LOFT,rating,"4,9 (21 Rezensionen)","['Tanzen', 'Poledance', 'Akrobatik', 'Aerial Hoop', '+ 1']","Daimlerstraße 8 , 91301 Forchheim"
Grebenstein,https://files.eversports.com/b4900683-42e8-40ac-a35d-d7784172c4bc/104435046_672422056669469_6034553583716755523_njpg-small.webp,Pole for Soul GbR,rating,5 (19 Rezensionen),"['Yoga', 'Poledance', 'Aerial Yoga', 'Krafttraining', '+ 7']","Die Schlagd 1, 34125 Kassel"
Griesheim,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt"
Gronau,https://files.eversports.com/22e7d9d0-8dd2-42d6-9685-23324183cb55/poledance-classpng-small.webp,Studio Nienke,rating,"4,9 (39 Rezensionen)","['Fitness', 'Tanzen', 'Poledance']","Het Sander 43 , 7522 AL Enschede"
Gronau,https://files.eversports.com/22e7d9d0-8dd2-42d6-9685-23324183cb55/poledance-classpng-small.webp,Studio Nienke,rating,"4,9 (39 Rezensionen)","['Fitness', 'Tanzen', 'Poledance']","Het Sander 43 , 7522 AL Enschede"
Gröningen,https://files.eversports.com/08b1616c-9871-46e9-8bc7-bb00631c314e/calipso-22april2022-29jpg-small.webp,CALIPSO STUDIO,rating,"4,8 (30 Rezensionen)","['Pilates', 'Poledance', 'Zirkeltraining', 'Barre-Training', '+ 13']","Timpweg 6 , 9731 AL Groningen"
Groß-bieberau,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt"
Groß-bieberau,https://files.eversports.com/b8aaa043-16a2-4948-b545-0df8fc0332ed/img_1649jpg-small.webp,Center of Moving Arts,rating,"4,9 (18 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Hip Hop', '+ 6']","Fabrikstraße 21, 64625 Bensheim"
Groß-gerau,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt"
Groß-gerau,https://files.eversports.com/e49d7226-2e71-4b71-85bf-9fa0ebc08f33/img_3867jpg-small.webp,Tanzstudio Michel,rating,5 (1 Rezension),"['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 2']","Schmalweg 50, 55252 Wiesbaden"
Groß-umstadt,https://files.eversports.com/2e88c170-1607-4842-9e6d-76fc2fdcda15/logo-eversportspng-small.webp,Vertical - Pole Aerial Dance,rating,"4,9 (20 Rezensionen)","['Yoga', 'Poledance']","Mühlstraße 100 , 63741 Aschaffenburg"
Gundelsheim,https://files.eversports.com/1d5b3c05-5ab4-4d7f-bb92-5dd22aea60a4/unbenannt-2png-small.webp,POLEside,rating,"4,9 (11 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Aerial Dance', '+ 3']","Saline 5, 74177 Bad Friedrichshall"
Haan,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (42 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf"
Haan,https://files.eversports.com/0c6cc306-d878-4025-98ee-1dff9b6060c3/dscf6104-2jpeg-small.webp,BodySoul Studio Düsseldorf,rating,"4,9 (10 Rezensionen)","['Fitness', 'Gymnastik', 'Yoga', 'Poledance', '+ 17']","Süllenstraße 30, 40599 Düsseldorf"
Haan,https://files.eversports.com/5a0544b7-0bbe-44fa-8bb0-7672ce1ecd8f/dsc06058jpg-small.webp,Pole Land,rating,"4,9 (57 Rezensionen)","['Poledance', 'Aerial Yoga', 'Akrobatik', 'Acroyoga', '+ 13']","Kölner Straße 336A , 40227 Düsseldorf"
Haan,https://files.eversports.com/df995aed-3365-4f88-9da9-4213ea64cafc/7ce51552-9fc1-458e-820e-d86ce90f25fdjpeg-small.webp,Dance & Pole Leverkusen,rating,5 (3 Rezensionen),['Poledance'],"Schillerstraße 6 , 51379 Leverkusen"
Haan,https://files.eversports.com/f6319580-c6a9-4ded-b91c-b318db7136e7/d14db420-e799-4f3c-8464-e7fec75ba07ejpeg-small.webp,Dance & Pole Langenfeld,rating,(Noch keine Bewertungen),"['Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', '+ 3']","Kölner Straße 16 , 40764 Langenfeld (Rheinland)"
Haan,https://files.eversports.com/b08a5871-53b9-4d53-bd71-2774447d2036/polr-50jpg-small.webp,Poledance-Area,rating,"4,4 (1 Rezension)","['Poledance', 'Stretching', 'Floorwork', 'Lapdance', '+ 1']","Mandtstraße 2 , 42853 Remscheid"
Haan,https://files.eversports.com/d30460d2-e0e5-4f4f-ae52-546f430889ad/delta-umkleidejpg-small.webp,Dance & Pole Deltawerk,rating,(Noch keine Bewertungen),['Poledance'],"Gasstraße 10-18 , 42657 Solingen"
Hagenbach,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe"
Halle,https://files.eversports.com/2d79726e-9264-42a7-b570-5dc1acd5b1d7/_b2a3268-small.webp,Polefriends Halle,rating,5 (38 Rezensionen),"['Fitness', 'Poledance', 'Akrobatik', 'Acroyoga', '+ 17']","Leipziger Straße 36 , 06108 Halle"
Halle,https://files.eversports.com/ba6d87a7-56e4-44d7-b6c8-111ed155eed1/img_5995-2jpg-small.webp,Pole Dance Beauties,rating,5 (24 Rezensionen),"['Pilates', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Edmund-von-Lippmann-Straße 9 , 06112 Halle (Saale)"
Halle,https://files.eversports.com/2d79726e-9264-42a7-b570-5dc1acd5b1d7/_b2a3268-small.webp,Polefriends Halle,rating,5 (38 Rezensionen),"['Fitness', 'Poledance', 'Akrobatik', 'Acroyoga', '+ 17']","Leipziger Straße 36 , 06108 Halle"
Halle,https://files.eversports.com/ba6d87a7-56e4-44d7-b6c8-111ed155eed1/img_5995-2jpg-small.webp,Pole Dance Beauties,rating,5 (24 Rezensionen),"['Pilates', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Edmund-von-Lippmann-Straße 9 , 06112 Halle (Saale)"
Hannover,https://files.eversports.com/e9b9a7b7-d3d5-48da-811c-b60017115ae4/bildschirmfoto-2018-09-10-um-140430png-small.webp,Pole Dance Studio Passion Hannover,rating,"4,7 (13 Rezensionen)",['Poledance'],"Büttnerstraße 22 , 30165 Hannover"
Hannover,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (22 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen"
Hattingen,https://files.eversports.com/0c94db94-ebfc-4633-97dd-3af834b736ea/linab-web-3jpg-small.webp,Polearize,rating,"4,9 (74 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Bootcamp', '+ 4']","Rottstraße 6 , 44793 Bochum"
Hattingen,https://files.eversports.com/8dfffeef-dcbc-45e2-83d6-eaa61f63fd68/tanzsaaljpg-small.webp,Ramonas Tanzschmiede,rating,5 (10 Rezensionen),"['Tanzen', 'Zumba', 'Hip Hop', 'Poledance', '+ 15']","Ückendorfer Straße 121 , 45886 Gelsenkirchen"
Hattingen,https://files.eversports.com/423f4250-800d-4685-b334-3e4c9f49ed32/c0fed07f-e5c6-4250-afc6-8430e77c7d5fjpeg-small.webp,Da Becca Flow and Fit,rating,5 (21 Rezensionen),"['Tanzen', 'Poledance', 'Stretching', 'Floorwork', '+ 4']","Eickeler Markt 3A , 44651 Herne"
Heidelberg,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim"
Heidelberg,https://files.eversports.com/4a233978-1690-44ab-b684-3b1b3cb918c2/dsc04047-editpng-small.webp,Pole Statement,rating,5 (22 Rezensionen),"['Poledance', 'Outdoor Fitness', 'Fitness und Yoga']","Siemensstraße 40 , 69123 Heidelberg"
Heidelberg,https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-small.webp,Pole and Move Heidelberg,rating,5 (14 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 1']","Hauptstraße 58, 69214 Eppelheim"
Heidelberg,https://files.eversports.com/81cc5308-7901-456c-a8d7-a33993fa5db4/whatsapp-image-2023-03-15-at-183319-1jpeg-small.webp,Pole Dance Palazzo Sportivo,rating,"4,9 (16 Rezensionen)","['Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', '+ 2']","Rudolf-Diesel-Straße 54 , 69190 Walldorf"
Heidelberg,https://files.eversports.com/9af66252-d4f0-4b40-9d13-18a82ee5660b/miriams-web-3096jpg-small.webp,Pole and Move Ketsch,rating,"4,9 (23 Rezensionen)","['Fitness', 'Poledance', 'Power Pole', 'Stretching', '+ 6']","Gutenbergstraße 36 , 68775 Ketsch"
Heidelberg,https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-small.webp,Pole and Move Online Studio,rating,"4,9 (28 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 6']","Edisonstraße 20, 68309 Mannheim"
Heilbronn,https://files.eversports.com/1d5b3c05-5ab4-4d7f-bb92-5dd22aea60a4/unbenannt-2png-small.webp,POLEside,rating,"4,9 (11 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Aerial Dance', '+ 3']","Saline 5, 74177 Bad Friedrichshall"
Heiligenhaus,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (42 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf"
Heiligenhaus,https://files.eversports.com/5a0544b7-0bbe-44fa-8bb0-7672ce1ecd8f/dsc06058jpg-small.webp,Pole Land,rating,"4,9 (57 Rezensionen)","['Poledance', 'Aerial Yoga', 'Akrobatik', 'Acroyoga', '+ 13']","Kölner Straße 336A , 40227 Düsseldorf"
Hemmingen,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (22 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen"
Hemmingen,https://files.eversports.com/e9b9a7b7-d3d5-48da-811c-b60017115ae4/bildschirmfoto-2018-09-10-um-140430png-small.webp,Pole Dance Studio Passion Hannover,rating,"4,7 (13 Rezensionen)",['Poledance'],"Büttnerstraße 22 , 30165 Hannover"
Hemsbach,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim"
Hemsbach,https://files.eversports.com/b8aaa043-16a2-4948-b545-0df8fc0332ed/img_1649jpg-small.webp,Center of Moving Arts,rating,"4,9 (18 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Hip Hop', '+ 6']","Fabrikstraße 21, 64625 Bensheim"
Hemsbach,https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-small.webp,Pole and Move Online Studio,rating,"4,9 (28 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 6']","Edisonstraße 20, 68309 Mannheim"
Hennef,https://files.eversports.com/ce4d6229-b12d-4d23-93f2-8deb41f5175d/069jpg-small.webp,Yoga and Pole Art by Selina,rating,5 (49 Rezensionen),"['Poledance', 'Aerial Yoga', 'Personal Training', 'Meditation', '+ 8']","Zum Wingert 10 , 53783 Eitorf"
Hennigsdorf,https://files.eversports.com/a006ebd7-6e7c-484e-a854-38c78fb2f26a/logo-agata-2-rjpg-small.webp,Schönheitstanz Studio,rating,5 (33 Rezensionen),"['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 8']","Charitestraße 4 , 10117 Berlin"
Hennigsdorf,https://files.eversports.com/8ce8515b-1c1a-4776-befa-9f0fc8ff4393/dance-startjpg-small.webp,X-Step Berlin,rating,"4,8 (29 Rezensionen)","['Boxen', 'Fitness', 'Kampfsport', 'Pilates', '+ 36']","Tempelhofer Ufer 36 , 10963 Berlin"
Hennigsdorf,https://files.eversports.com/a97360c2-cb47-452c-8ba7-ad1c92a271b2/6d3ee569-49b6-449a-aaf7-4327f505bb19-3cd43197-dcf0-46e4-93cd-a08206db23edjpg-small.webp,YOGA at Lobe Block,rating,"4,8 (113 Rezensionen)","['Pilates', 'Events', 'Zen Meditation', 'Meditation', '+ 27']","Böttgerstraße 16 , 13357 Berlin"
Heppenheim,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim"
Heppenheim,https://files.eversports.com/b8aaa043-16a2-4948-b545-0df8fc0332ed/img_1649jpg-small.webp,Center of Moving Arts,rating,"4,9 (18 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Hip Hop', '+ 6']","Fabrikstraße 21, 64625 Bensheim"
Heppenheim,https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-small.webp,Pole and Move Online Studio,rating,"4,9 (28 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 6']","Edisonstraße 20, 68309 Mannheim"
Herbolzheim,https://files.eversports.com/7b039bba-323e-4649-ad88-fdbc96ef529a/logo_weissjpg-small.webp,Tanzteufel,rating,"4,9 (36 Rezensionen)","['Poledance', 'Power Pole', 'Chairdance', 'Aerial Silk', '+ 4']","Karl-Friedrich-Straße 76 , 79312 Emmendingen"
Herford,/static/media/icon-white.929e2590.svg,Luftbonbon,rating,5 (9 Rezensionen),"['Poledance', 'Aerial Yoga', 'Chairdance', 'Aerial Hoop', '+ 3']","Königstraße 45 , 32547 Bad Oeynhausen"
Herne,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen"
Herne,https://files.eversports.com/0c94db94-ebfc-4633-97dd-3af834b736ea/linab-web-3jpg-small.webp,Polearize,rating,"4,9 (74 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Bootcamp', '+ 4']","Rottstraße 6 , 44793 Bochum"
Herne,https://files.eversports.com/423f4250-800d-4685-b334-3e4c9f49ed32/c0fed07f-e5c6-4250-afc6-8430e77c7d5fjpeg-small.webp,Da Becca Flow and Fit,rating,5 (21 Rezensionen),"['Tanzen', 'Poledance', 'Stretching', 'Floorwork', '+ 4']","Eickeler Markt 3A , 44651 Herne"
Herne,https://files.eversports.com/8dfffeef-dcbc-45e2-83d6-eaa61f63fd68/tanzsaaljpg-small.webp,Ramonas Tanzschmiede,rating,5 (10 Rezensionen),"['Tanzen', 'Zumba', 'Hip Hop', 'Poledance', '+ 15']","Ückendorfer Straße 121 , 45886 Gelsenkirchen"
Herrenberg,/static/media/icon-white.929e2590.svg,ST Polestudio,rating,"4,7 (11 Rezensionen)",['Poledance'],"Walkmühleweg 47, 75365 Calw"
Herten,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen"
Herten,https://files.eversports.com/b3f06722-6554-40c9-b466-fdaa125db09a/_22b2424jpg-small.webp,SECRET MOVES - Athletic Dance Studio,rating,"4,9 (66 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Barre-Training', '+ 9']","Gelsenkirchener Straße 37 , 46282 Dorsten"
Herten,https://files.eversports.com/0c94db94-ebfc-4633-97dd-3af834b736ea/linab-web-3jpg-small.webp,Polearize,rating,"4,9 (74 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Bootcamp', '+ 4']","Rottstraße 6 , 44793 Bochum"
Herten,https://files.eversports.com/87abf1f1-e324-4cc0-b887-4581dfa917c2/img-20170725-wa00052225jpg-small.webp,körpernah,rating,5 (20 Rezensionen),"['Pilates', 'Yoga', 'Poledance', 'Acroyoga', '+ 8']","Ahsener Straße 130 , 45711 Datteln"
Herten,https://files.eversports.com/8dfffeef-dcbc-45e2-83d6-eaa61f63fd68/tanzsaaljpg-small.webp,Ramonas Tanzschmiede,rating,5 (10 Rezensionen),"['Tanzen', 'Zumba', 'Hip Hop', 'Poledance', '+ 15']","Ückendorfer Straße 121 , 45886 Gelsenkirchen"
Herten,https://files.eversports.com/423f4250-800d-4685-b334-3e4c9f49ed32/c0fed07f-e5c6-4250-afc6-8430e77c7d5fjpeg-small.webp,Da Becca Flow and Fit,rating,5 (21 Rezensionen),"['Tanzen', 'Poledance', 'Stretching', 'Floorwork', '+ 4']","Eickeler Markt 3A , 44651 Herne"
Herzogenaurach,https://files.eversports.com/e5ed9769-85df-431b-8f0a-671a61bcde60/logo1_lightpinkpng-small.webp,POLE HEROES,rating,"4,9 (55 Rezensionen)","['Yoga', 'Poledance', 'Flexibles Training', 'Power Pole', '+ 5']","Karl-Zucker-Straße 7-9, 91052 Erlangen"
Herzogenrath,https://files.eversports.com/b5fbdb8d-cc1e-44ab-872b-d0b211cc9007/d-img_2188-6jpg-small.webp,poda Studio,rating,"4,9 (47 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 17']","Martinstraße 10-12 , 52062 Aachen"
Herzogenrath,https://files.eversports.com/0aed1787-d224-4868-b032-4f0a1ffc8ff2/photo-2021-12-12-11-50-04jpg-small.webp,Pura Studio,rating,5 (60 Rezensionen),"['Yoga', 'Poledance', 'Massage', 'Stretching', '+ 1']","Schaufenberger Straße 61 , 52477 Alsdorf"
Heusenstamm,https://files.eversports.com/dee0e1aa-0ad2-4bd3-9b3e-39122c9974f6/xq9a2590ajpg-small.webp,Lift Off – Poledance Academy,rating,"4,9 (30 Rezensionen)","['Poledance', 'Mobility', 'Online Klasse']","Location (siehe Buchung) , 60314 Frankfurt am Main"
Hilden,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (42 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf"
Hilden,https://files.eversports.com/0c6cc306-d878-4025-98ee-1dff9b6060c3/dscf6104-2jpeg-small.webp,BodySoul Studio Düsseldorf,rating,"4,9 (10 Rezensionen)","['Fitness', 'Gymnastik', 'Yoga', 'Poledance', '+ 17']","Süllenstraße 30, 40599 Düsseldorf"
Hilden,https://files.eversports.com/5a0544b7-0bbe-44fa-8bb0-7672ce1ecd8f/dsc06058jpg-small.webp,Pole Land,rating,"4,9 (57 Rezensionen)","['Poledance', 'Aerial Yoga', 'Akrobatik', 'Acroyoga', '+ 13']","Kölner Straße 336A , 40227 Düsseldorf"
Hilden,https://files.eversports.com/df995aed-3365-4f88-9da9-4213ea64cafc/7ce51552-9fc1-458e-820e-d86ce90f25fdjpeg-small.webp,Dance & Pole Leverkusen,rating,5 (3 Rezensionen),['Poledance'],"Schillerstraße 6 , 51379 Leverkusen"
Hilden,https://files.eversports.com/f6319580-c6a9-4ded-b91c-b318db7136e7/d14db420-e799-4f3c-8464-e7fec75ba07ejpeg-small.webp,Dance & Pole Langenfeld,rating,(Noch keine Bewertungen),"['Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', '+ 3']","Kölner Straße 16 , 40764 Langenfeld (Rheinland)"
