Workshop Name,PoleStudio,Workshop Seite Eversports,Eversports Page,Version
Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/zrkq_Im5o,https://www.eversports.de/sw/aerial-art-poledance,2023-05-05 17:54:40
Zusatztermin: Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/bGEDyXMW4,https://www.eversports.de/sw/aerial-art-poledance,2023-05-05 17:54:40
Fusion Dance Workshop mit Elena Loch,Aerial,https://www.eversports.de/e/workshop/erk8O3C53,https://www.eversports.de/sw/aerial-art-poledance,2023-05-05 17:54:40
Burlesque Sommer-Workshop: Be a Pin-Up Summer Queen! - in Quierschied,Aerial,https://www.eversports.de/e/workshop/ldKcgdQXu,https://www.eversports.de/sw/aerial-art-poledance,2023-05-05 17:54:40
AcroLand Workshop - Flows edition,Polemotions,https://www.eversports.de/e/workshop/y6UmuDoF-,https://www.eversports.de/sw/polemotions-tuebingen,2023-05-05 17:54:41
Handstand Workshop - Lines of power,Polemotions,https://www.eversports.de/e/workshop/YobvxGOlG,https://www.eversports.de/sw/polemotions-tuebingen,2023-05-05 17:54:41
Einsteiger-Workshop,Star,https://www.eversports.de/e/workshop/-0-v6AkNq,https://www.eversports.de/sw/star-poledance,2023-05-05 17:54:42
Heels Pole'Ography,Vertical,https://www.eversports.de/e/workshop/zOIXSVG-z,https://www.eversports.de/sw/vertical-pole-aerial-dance,2023-05-05 17:54:42
Hip Mobility (4 Wochen Intensivkurs),Yoga,https://www.eversports.de/e/workshop/69oCVwxsO,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-05 17:54:43
Spinning Pole Combos Einsteiger Online Workshop,Yoga,https://www.eversports.de/e/workshop/R3VflUB-G,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-05 17:54:43
Yoga Rad Fortgeschrittene Online Workshop,Yoga,https://www.eversports.de/e/workshop/uLOMWc_ox,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-05 17:54:43
Split & Straddle Technik Online Workshop ,Yoga,https://www.eversports.de/e/workshop/6HjnBPeOE,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-05 17:54:43
 Yoga Rad Online Workshop: Schwerpunkt Backbends ,Yoga,https://www.eversports.de/e/workshop/qWwvQ8wm6,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-05 17:54:43
4 Wochen Online Intensivkurs: Inversions ,Yoga,https://www.eversports.de/e/workshop/YO8CD_tJi,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-05 17:54:43
Atemtechniken Online Workshop ,Yoga,https://www.eversports.de/e/workshop/v4j4ZnWFW,https://www.eversports.de/sw/yoga-and-pole-art-by-selina,2023-05-05 17:54:43
